OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,COUNT_ALL_RACES_ETHNICITIES,COUNT_WHITE_NH,COUNT_BLACK_NH,COUNT_ASIAN_NH,COUNT_HISPANIC,PERCENT_WHITE_NH,PERCENT_BLACK_NH,PERCENT_ASIAN_NH,PERCENT_HISPANIC,Shape__Area,Shape__Length
192,42101020101,2010,Census tract,3547,71,3229,36,139,2.00169157,91.03467719,1.0149422,3.91880462,825115.44921875,4116.54706381012
193,42101020102,2010,Census tract,3353,48,3075,13,145,1.43155383,91.70891739,0.3877125,4.32448554,636788.3515625,3460.11557500992
194,42101020200,2010,Census tract,5189,135,4802,12,122,2.60165735,92.54191559,0.23125843,2.35112738,1291571.7734375,5104.43391016897
195,42101020300,2010,Census tract,2769,106,2397,21,181,3.82809679,86.56554713,0.75839653,6.53665583,867222.25390625,5262.76004869772
196,42101020400,2010,Census tract,3050,49,2801,16,122,1.60655738,91.83606557,0.52459016,4,695455.90625,3715.32612290067
197,42101020500,2010,Census tract,2819,94,2532,100,50,3.33451579,89.81908478,3.54735722,1.77367861,2439908.4140625,6895.62367753543
198,42101020600,2010,Census tract,1819,953,598,142,84,52.39142386,32.87520616,7.80648708,4.61792194,2309274.33984375,6123.43004376201
199,42101020700,2010,Census tract,5841,4540,759,195,195,77.72641671,12.99435028,3.33846944,3.33846944,2586516.6328125,7806.87317246502
200,42101020800,2010,Census tract,1971,1068,583,161,104,54.18569254,29.57889396,8.16844242,5.27650939,1505192.203125,7761.80430813551
201,42101020900,2010,Census tract,2910,2531,119,88,90,86.97594502,4.08934708,3.02405498,3.09278351,933357.140625,5261.1554388147
202,42101021000,2010,Census tract,4917,4496,147,82,116,91.43786862,2.98962782,1.66768355,2.35916209,1548372.08984375,5818.54663062822
203,42101021100,2010,Census tract,2327,1978,171,68,65,85.00214869,7.3485174,2.92221745,2.79329609,937304.3359375,4993.59355065163
204,42101021200,2010,Census tract,2245,1901,148,80,73,84.67706013,6.59242762,3.56347439,3.25167038,880753.5390625,3822.84770910539
205,42101021300,2010,Census tract,3551,3127,187,40,134,88.05970149,5.26612222,1.12644326,3.77358491,920160.16796875,4470.73475225137
206,42101021400,2010,Census tract,3880,3377,254,64,109,87.03608247,6.54639175,1.64948454,2.80927835,1123958.52734375,4560.67609531463
207,42101021500,2010,Census tract,3857,3447,159,81,97,89.36997667,4.1223749,2.10007778,2.51490796,1773741.8125,7042.29722001619
208,42101021600,2010,Census tract,1826,1505,162,67,59,82.42059146,8.87185104,3.66922234,3.23110624,3577751.546875,9376.06362827515
209,42101021700,2010,Census tract,5772,4810,464,201,190,83.33333333,8.03880804,3.48232848,3.29175329,2664098.8984375,7134.52573784263
210,42101021800,2010,Census tract,4259,3203,547,225,181,75.20544729,12.84339047,5.28293027,4.2498239,1747890.9921875,7317.19706892714
211,42101021900,2010,Census tract,1432,1278,76,23,36,89.24581006,5.30726257,1.60614525,2.51396648,2502382.98828125,8270.92423518146
212,42101022000,2010,Census tract,1681,1414,150,57,31,84.11659726,8.92325996,3.39083879,1.84414039,5193617.70703125,10387.2780044059
213,42101023100,2010,Census tract,1262,1129,41,24,39,89.46117274,3.24881141,1.90174326,3.09033281,1248959.1875,6000.84685368142
214,42101023500,2010,Census tract,1161,656,427,19,26,56.50301464,36.7786391,1.63652024,2.23944875,1363980.0703125,8466.67870200459
215,42101023600,2010,Census tract,2619,1461,964,38,71,55.78465063,36.80794196,1.45093547,2.71095838,1670788.21875,6108.56397064046
216,42101023700,2010,Census tract,4566,1319,2880,37,152,28.88742882,63.07490145,0.81033728,3.32895313,1833159.6875,5919.67877817884
217,42101023800,2010,Census tract,4391,1251,2781,43,153,28.49009337,63.33409246,0.97927579,3.48439991,1335081.125,4774.64594762814
218,42101023900,2010,Census tract,1777,320,1279,73,63,18.00787845,71.97523917,4.10804727,3.54530107,834672.2578125,4070.86290433509
219,42101024000,2010,Census tract,3822,987,2436,136,130,25.82417582,63.73626374,3.55834642,3.40136054,1053656.0625,4342.36258997807
220,42101024100,2010,Census tract,1433,200,1143,15,43,13.95673412,79.76273552,1.04675506,3.00069784,696497.640625,3463.7740215425
221,42101024200,2010,Census tract,4236,447,3498,17,124,10.55240793,82.57790368,0.401322,2.9272899,908497.3515625,3883.46452324414
222,42101024300,2010,Census tract,3913,386,3258,33,110,9.86455405,83.26092512,0.8433427,2.81114235,1159199.6875,4444.00181933812
223,42101024400,2010,Census tract,3129,146,2790,23,77,4.66602748,89.16586769,0.73505912,2.46085011,719108.640625,3470.05570292303
224,42101024500,2010,Census tract,4035,120,3712,8,113,2.9739777,91.99504337,0.19826518,2.80049566,1369869.07421875,6427.93759270228
225,42101024600,2010,Census tract,2956,195,2579,11,101,6.59675237,87.24627876,0.37212449,3.41677943,1061163.90625,5627.97731003671
226,42101024700,2010,Census tract,4423,278,3887,21,134,6.2853267,87.88152837,0.47479087,3.02961791,1608527.43359375,5454.90209111734
227,42101024800,2010,Census tract,1889,26,1784,7,33,1.37638962,94.44150344,0.37056644,1.74695606,545403.73828125,3534.52586508658
228,42101024900,2010,Census tract,3311,40,3123,8,84,1.20809423,94.32195711,0.24161885,2.53699789,555655.03515625,3360.26803845507
229,42101025200,2010,Census tract,7118,348,6262,33,270,4.88901377,87.97415004,0.46361337,3.79320034,1627057.6875,5070.40280118313
230,42101025300,2010,Census tract,4002,229,3496,25,132,5.72213893,87.35632184,0.62468766,3.29835082,993383.72265625,4286.9384418268
231,42101025400,2010,Census tract,3920,305,3382,12,106,7.78061224,86.2755102,0.30612245,2.70408163,1315614.7890625,4930.11056265957
232,42101025500,2010,Census tract,2571,754,1554,41,110,29.32711007,60.44340723,1.59471023,4.27849086,1310273.29296875,5105.06525545009
233,42101025600,2010,Census tract,2742,1294,1174,53,103,47.19183078,42.81546317,1.9328957,3.7563822,1482193.17578125,5067.14576724594
234,42101025700,2010,Census tract,3463,1946,1096,161,158,56.1940514,31.64885937,4.64914814,4.56251805,1276064.02734375,4540.9809135098
235,42101025800,2010,Census tract,1681,54,1539,15,33,3.21237359,91.55264723,0.892326,1.96311719,1002377.33984375,4035.19942343701
236,42101025900,2010,Census tract,4755,63,4483,8,103,1.32492114,94.27970557,0.16824395,2.1661409,939823.640625,3896.32544178618
237,42101026000,2010,Census tract,2788,48,2626,8,53,1.72166428,94.18938307,0.28694405,1.9010043,928152.04296875,3862.60497692288
238,42101026100,2010,Census tract,2995,51,2834,4,39,1.70283806,94.62437396,0.13355593,1.30217028,1110098.0390625,4312.54335481492
239,42101026200,2010,Census tract,4065,44,3824,8,79,1.08241082,94.07134071,0.19680197,1.94341943,950337.3984375,4755.66576890554
240,42101026301,2010,Census tract,3840,61,3633,7,61,1.58854167,94.609375,0.18229167,1.58854167,695282.72265625,3407.36068410124
241,42101026302,2010,Census tract,5480,67,5147,24,109,1.22262774,93.92335766,0.4379562,1.98905109,1204273.2734375,4580.78189193406
242,42101026400,2010,Census tract,5241,53,4998,11,62,1.01125739,95.36348025,0.20988361,1.18298035,1362116.4453125,5033.23880759022
243,42101026500,2010,Census tract,4340,43,4111,3,88,0.99078341,94.7235023,0.06912442,2.02764977,932628.34375,3981.541233543
244,42101026600,2010,Census tract,6667,33,6409,9,108,0.49497525,96.13019349,0.13499325,1.619919,1557850.97265625,5081.2016549492
245,42101026700,2010,Census tract,6565,43,6213,24,160,0.65498858,94.63823305,0.36557502,2.43716679,1100294.2578125,4201.87980163876
246,42101026800,2010,Census tract,4647,247,4012,101,149,5.31525716,86.33527007,2.17344523,3.2063697,1329179,6016.86450688176
247,42101026900,2010,Census tract,2199,422,1463,59,173,19.19054116,66.53024102,2.68303774,7.86721237,1058542.30859375,4291.99953203626
248,42101027000,2010,Census tract,2326,265,1750,129,117,11.39294927,75.23645744,5.54600172,5.03009458,1097240.67578125,4220.57302355125
249,42101027100,2010,Census tract,2453,191,1480,515,201,7.78638402,60.33428455,20.99470037,8.1940481,707616.578125,3808.96837599547
250,42101027200,2010,Census tract,4278,283,3325,285,276,6.61524077,77.72323516,6.66199158,6.4516129,1161026.703125,4781.15851826793
251,42101027300,2010,Census tract,6069,406,3056,1394,1084,6.68973472,50.35425935,22.96918768,17.86126215,1623000.12109375,5778.83663979671
252,42101027401,2010,Census tract,3457,241,1654,942,539,6.97136245,47.84495227,27.24905988,15.59155337,557996.66796875,4420.70446576442
253,42101027402,2010,Census tract,6800,492,3943,1034,1172,7.23529412,57.98529412,15.20588235,17.23529412,873359.2109375,4877.74658061917
254,42101027500,2010,Census tract,4489,387,2920,545,533,8.62107374,65.04789485,12.14078859,11.87346848,1040273.2734375,4868.03003367602
255,42101027600,2010,Census tract,3600,107,3196,58,121,2.97222222,88.77777778,1.61111111,3.36111111,1128548.91796875,4272.29680225588
256,42101027700,2010,Census tract,4788,42,4373,187,104,0.87719298,91.33249791,3.90559733,2.17209691,926676.28515625,5019.45736144122
257,42101027800,2010,Census tract,4481,36,4167,43,141,0.8033921,92.99263557,0.95960723,3.14661906,1238000.63671875,5361.01802524405
258,42101027901,2010,Census tract,3827,41,3592,10,84,1.07133525,93.85941991,0.26130128,2.19493076,710357.37890625,3520.48104659025
259,42101027902,2010,Census tract,3873,1646,1912,55,161,42.49935451,49.36741544,1.42008779,4.15698425,1517060.2734375,5659.70301161396
260,42101028000,2010,Census tract,4272,29,4016,24,127,0.67883895,94.00749064,0.56179775,2.97284644,1226439.47265625,4682.82823506721
261,42101028100,2010,Census tract,3589,98,3188,61,140,2.73056562,88.8269713,1.69963778,3.90080802,859869.59375,4416.10232550417
262,42101028200,2010,Census tract,4899,155,4043,301,278,3.163911,82.52704634,6.14411104,5.67462747,1465561.8125,5665.63020949211
263,42101028300,2010,Census tract,6173,109,5091,489,345,1.76575409,82.47205573,7.92159404,5.58885469,1149210.45703125,4469.55746606832
264,42101028400,2010,Census tract,4085,81,3001,61,859,1.98286414,73.46389229,1.49326805,21.02815177,816562.4296875,4252.90326687977
265,42101028500,2010,Census tract,2375,44,1087,303,884,1.85263158,45.76842105,12.75789474,37.22105263,471838.0859375,3515.17522352635
266,42101028600,2010,Census tract,7124,285,3582,718,2419,4.00056148,50.28074116,10.07860752,33.9556429,1227029.92578125,4884.56429961416
267,42101028700,2010,Census tract,2507,93,653,31,1698,3.70961308,26.04706821,1.23653769,67.73035501,576148.41015625,3180.58541452496
268,42101028800,2010,Census tract,4245,419,856,446,2441,9.87043581,20.16489988,10.50647821,57.50294464,774121.83984375,3816.16968173687
269,42101028901,2010,Census tract,3857,347,925,277,2247,8.9966295,23.98236972,7.18174747,58.25771325,1019428.5546875,5797.23557582524
270,42101028902,2010,Census tract,6315,519,1773,575,3330,8.21852732,28.0760095,9.10530483,52.73159145,1323628.17578125,6754.31222079367
271,42101029000,2010,Census tract,6160,452,2707,1079,1785,7.33766234,43.94480519,17.51623377,28.97727273,1433513.76171875,5332.99139080575
272,42101029100,2010,Census tract,4685,459,1803,1208,1077,9.79722519,38.48452508,25.78441836,22.98826041,2267004.48828125,8061.01263223801
273,42101029200,2010,Census tract,4080,697,1464,324,1507,17.08333333,35.88235294,7.94117647,36.93627451,3007188.18359375,10492.4215989976
274,42101029300,2010,Census tract,2891,762,1147,51,843,26.35766171,39.67485299,1.76409547,29.15946039,1170180.546875,5462.49732015672
275,42101029400,2010,Census tract,3141,649,1390,35,1005,20.66220949,44.25342248,1.11429481,31.99617956,1105363.72265625,4614.24910215665
276,42101029800,2010,Census tract,4715,1694,1658,119,1124,35.92788971,35.16436903,2.52386002,23.8388123,1109324.09765625,4526.82753696193
277,42101029900,2010,Census tract,4700,850,2353,70,1332,18.08510638,50.06382979,1.4893617,28.34042553,1009558.1796875,4468.08872994291
278,42101030000,2010,Census tract,7478,1170,4451,147,1485,15.64589462,59.52126237,1.96576625,19.85825087,1554852.74609375,5738.8199847267
279,42101030100,2010,Census tract,5869,1377,3002,97,1188,23.46225933,51.15011075,1.65275175,20.24194922,1237862.3515625,4587.09695015674
280,42101030200,2010,Census tract,7345,1545,3511,168,1861,21.03471749,47.80122532,2.28727025,25.33696392,1539539.21875,5094.45499376396
281,42101030501,2010,Census tract,5231,858,2728,302,1168,16.40221755,52.15064041,5.77327471,22.32842669,644669.87109375,3603.46462035798
282,42101030502,2010,Census tract,5839,1180,3050,404,1070,20.20893989,52.23497174,6.91899298,18.32505566,1194245.921875,4837.67671879901
283,42101030600,2010,Census tract,7115,3241,1940,437,1307,45.55165144,27.26633872,6.14195362,18.3696416,1725151.4375,6038.19026941177
284,42101030700,2010,Census tract,3235,1728,685,215,503,53.41576507,21.17465224,6.64605873,15.54868624,1123547.8125,4803.74720291825
285,42101030800,2010,Census tract,4874,2620,890,642,586,53.75461633,18.26015593,13.1719327,12.02297907,1359768.7890625,4844.34959493469
286,42101030900,2010,Census tract,3991,1004,1370,621,850,25.15660236,34.32723628,15.56001002,21.29792032,1101671.70703125,4846.96888533013
287,42101031000,2010,Census tract,6755,2526,1507,1412,1065,37.39452258,22.30940044,20.90303479,15.76609919,1816893.2890625,5424.75339449807
288,42101031101,2010,Census tract,4898,1062,1972,574,1040,21.68231931,40.26133116,11.71906901,21.23315639,597196.98828125,3252.58382778243
289,42101031102,2010,Census tract,4465,914,2020,344,1035,20.47032475,45.24076148,7.7043673,23.18029115,680049.99609375,3855.25579136361
290,42101031200,2010,Census tract,4673,966,2055,523,990,20.67194522,43.97603253,11.19195378,21.18553392,734108.21484375,4128.18910894321
291,42101031300,2010,Census tract,6945,1868,1759,1585,1355,26.89704824,25.32757379,22.82217423,19.51043916,1214693.74609375,4647.28961208434
292,42101031401,2010,Census tract,6664,2074,1376,1468,1401,31.12244898,20.6482593,22.02881152,21.02340936,1016242.17578125,4430.71920914946
293,42101031402,2010,Census tract,5595,2035,825,1601,962,36.3717605,14.74530831,28.61483467,17.19392315,963903.5078125,4399.05976513132
294,42101031501,2010,Census tract,6217,5042,219,368,489,81.1002091,3.52259932,5.91925366,7.86553,1002984.57421875,4231.50777142532
295,42101031502,2010,Census tract,4018,2970,285,317,331,73.91737183,7.09308113,7.88949726,8.23792932,987216.3671875,4370.82700133596
296,42101031600,2010,Census tract,6045,4366,544,426,598,72.22497932,8.99917287,7.0471464,9.89247312,1219310.953125,4663.96358422532
297,42101031700,2010,Census tract,6093,2981,1287,492,1119,48.9249959,21.1225997,8.07483998,18.36533727,1505491.9453125,4993.8258321385
298,42101031800,2010,Census tract,4017,1109,1489,261,1033,27.60766741,37.06746328,6.49738611,25.71570824,792655.8984375,4143.00731370078
299,42101031900,2010,Census tract,4971,2619,1060,121,1005,52.68557634,21.32367733,2.43411788,20.21726011,1320159.0390625,4788.75857012546
300,42101032000,2010,Census tract,6599,4209,993,187,1079,63.78239127,15.04773451,2.83376269,16.35096227,1163651.73046875,4878.9574243384
301,42101032100,2010,Census tract,3903,2098,809,85,763,53.75352293,20.7276454,2.17781194,19.54906482,943227.5,3853.15264945592
302,42101032300,2010,Census tract,3835,2105,889,86,647,54.88917862,23.18122555,2.24250326,16.87092568,1023805.48828125,4239.28734696538
303,42101032500,2010,Census tract,5766,3751,883,116,820,65.05376344,15.31390912,2.01179327,14.22129726,1433070.57421875,5588.38866312885
304,42101032600,2010,Census tract,6942,4831,859,203,860,69.590896,12.37395563,2.92422933,12.3883607,1382958.30859375,5405.69498067082
305,42101032900,2010,Census tract,4089,2468,761,146,572,60.35705551,18.61090731,3.57055515,13.98875031,1615483.6875,5774.13393074302
306,42101033000,2010,Census tract,7645,4913,1188,228,1108,64.26422498,15.53956835,2.9823414,14.49313277,1249533.48046875,4887.0126053164
307,42101033101,2010,Census tract,4913,4259,158,147,291,86.68837777,3.21595766,2.99206188,5.92306127,831744.62109375,4031.71953525056
308,42101033102,2010,Census tract,4145,3481,227,78,277,83.98069964,5.47647768,1.88178528,6.6827503,1262087.48046875,4644.02314057551
309,42101033200,2010,Census tract,2741,2269,110,194,141,82.7800073,4.01313389,7.07770887,5.14410799,1448591.5078125,5518.23925581688
310,42101033300,2010,Census tract,4244,3371,391,139,245,79.42978322,9.2130066,3.27521206,5.7728558,1780308.28515625,6239.17332830454
311,42101033400,2010,Census tract,4734,2859,523,687,495,60.39290241,11.04773975,14.51204056,10.45627376,2089784.19921875,6987.49592587382
312,42101033500,2010,Census tract,3680,2186,333,588,409,59.40217391,9.04891304,15.97826087,11.11413043,1611021.37890625,5676.37931222109
313,42101033600,2010,Census tract,6866,4836,550,551,679,70.43402272,8.01048645,8.02505098,9.88930964,1980224.98046875,5515.85702888722
314,42101033701,2010,Census tract,5128,3870,250,364,502,75.46801872,4.87519501,7.09828393,9.78939158,1656157.01953125,7179.84929826247
315,42101033702,2010,Census tract,5175,3624,401,635,407,70.02898551,7.74879227,12.2705314,7.8647343,1806209.55859375,8100.57146753595
316,42101033800,2010,Census tract,6040,4549,511,284,508,75.31456954,8.4602649,4.70198675,8.41059603,2393099.15625,6566.85971995106
317,42101033900,2010,Census tract,2924,2243,213,116,273,76.70998632,7.28454172,3.96716826,9.33652531,1960118.1953125,5945.20541970191
318,42101034000,2010,Census tract,2872,2317,98,207,202,80.67548747,3.41225627,7.20752089,7.03342618,1303048.625,5199.46680684499
319,42101034100,2010,Census tract,5577,4751,262,191,272,85.1891698,4.69786624,3.42478035,4.87717411,2313720.46484375,6115.27467280271
320,42101034200,2010,Census tract,3399,2829,277,144,117,83.23036187,8.14945572,4.23654016,3.44218888,1653634.296875,6571.57424057115
321,42101034400,2010,Census tract,7662,6049,211,939,344,78.94805534,2.75385017,12.25528583,4.48968938,5879772.37890625,11508.3490042477
322,42101034501,2010,Census tract,3370,2325,298,502,184,68.99109792,8.84272997,14.89614243,5.45994065,764761.328125,4405.40981718333
323,42101034502,2010,Census tract,5285,3388,835,488,405,64.10596026,15.79943236,9.23368023,7.66319773,1750243.140625,6612.91453166149
324,42101034600,2010,Census tract,2250,1160,554,237,251,51.55555556,24.62222222,10.53333333,11.15555556,3180374.18359375,7224.27123306707
325,42101034701,2010,Census tract,6399,4142,679,829,547,64.72886388,10.61103297,12.95514924,8.54821066,1931993.22265625,6712.18398684719
326,42101034702,2010,Census tract,3807,3086,256,176,246,81.06120305,6.72445495,4.62306278,6.46178093,1715277.59765625,7851.49628689116
327,42101034801,2010,Census tract,4299,3793,211,60,174,88.22982089,4.90811817,1.39567341,4.0474529,2376134.45703125,8188.05893049327
328,42101034802,2010,Census tract,5373,3451,1175,134,471,64.22855016,21.86860227,2.49395124,8.76605248,2119720.95703125,6153.43477856894
329,42101034803,2010,Census tract,4390,3711,278,117,230,84.53302961,6.33257403,2.66514806,5.23917995,2186876.42578125,6444.13059781319
330,42101034900,2010,Census tract,5543,3422,1000,300,658,61.73552228,18.04077215,5.41223164,11.87082807,3320927.796875,8422.36182451763
331,42101035100,2010,Census tract,4086,3703,163,67,116,90.62652961,3.98923152,1.63974547,2.83896231,2496773.6015625,6651.29486203353
332,42101035200,2010,Census tract,4482,3923,86,258,169,87.52788934,1.91878626,5.75635877,3.77063811,3182490.40234375,8126.76833815338
333,42101035301,2010,Census tract,5300,4587,209,190,213,86.54716981,3.94339623,3.58490566,4.01886792,2413661.1484375,6376.7967210898
334,42101035302,2010,Census tract,4462,3751,250,160,206,84.06544151,5.60286867,3.58583595,4.61676378,2592388.36328125,7709.4936805598
335,42101035500,2010,Census tract,7282,5510,315,877,430,75.66602582,4.32573469,12.04339467,5.90497116,3918887.12890625,8432.52287993729
336,42101035601,2010,Census tract,5439,4665,47,452,203,85.76944291,0.86412944,8.31035117,3.73230373,3494309.40234375,7771.77095047047
337,42101035602,2010,Census tract,3617,2455,193,733,165,67.87392867,5.33591374,20.26541333,4.56179154,2390185.6171875,6531.87022407323
338,42101035701,2010,Census tract,4745,2628,425,1222,255,55.38461538,8.95679663,25.75342466,5.37407798,1025800.7265625,5242.54549232861
339,42101035702,2010,Census tract,4405,3584,129,373,191,81.36208854,2.92849035,8.4676504,4.33598184,2668427.78125,6806.71001697913
340,42101035800,2010,Census tract,5948,4675,286,544,284,78.59784802,4.80833894,9.14593141,4.77471419,3012808.6796875,7094.10307121743
341,42101035900,2010,Census tract,5309,4147,190,598,242,78.11263892,3.5788284,11.2638915,4.55829723,3847075.28515625,8730.23083361895
342,42101036000,2010,Census tract,3201,2007,281,666,138,62.69915651,8.77850672,20.80599813,4.31115276,3497020.81640625,8568.25164820294
343,42101036100,2010,Census tract,4083,2921,654,68,362,71.54053392,16.01763409,1.66544208,8.86602988,2106613.765625,7264.63568349443
344,42101036201,2010,Census tract,4744,4053,176,118,283,85.43423272,3.70994941,2.48735245,5.96543002,1790690.06640625,5822.82648572029
345,42101036202,2010,Census tract,6138,5232,376,180,253,85.23949169,6.12577387,2.93255132,4.1218638,1912946.4921875,7692.27214239644
346,42101036203,2010,Census tract,5129,4514,132,134,297,88.00935855,2.57360109,2.61259505,5.79060246,2627742.24609375,8497.0381436613
347,42101036301,2010,Census tract,3695,2913,136,301,246,78.83626522,3.68064953,8.14614344,6.65764547,4070232.39453125,9079.0910404888
348,42101036302,2010,Census tract,3543,2458,539,92,371,69.37623483,15.21309625,2.59666949,10.47135196,872665.60546875,4433.35434231809
349,42101036303,2010,Census tract,6726,6200,114,126,220,92.17960155,1.69491525,1.87332739,3.27088909,4311648.7890625,10065.8748059555
350,42101036400,2010,Census tract,703,523,152,10,17,74.39544808,21.62162162,1.42247511,2.41820768,7685279.76953125,14390.7724822067
351,42101036501,2010,Census tract,5562,4521,441,227,299,81.2837109,7.92880259,4.08126573,5.37576411,3119890.49609375,7132.36476256854
352,42101036502,2010,Census tract,4077,3657,78,114,165,89.69830758,1.91317145,2.79617366,4.04709345,2903832.37109375,9196.56570670577
353,42101036600,2010,Census tract,1643,1270,101,169,64,77.29762629,6.14729154,10.28606208,3.89531345,4168056.1796875,12166.4442333733
354,42101036700,2010,Census tract,2542,1799,389,101,181,70.77104642,15.30291109,3.97324941,7.12037766,1365371.1015625,4905.45339775626
355,42101036900,2010,Census tract,6966,3339,728,2249,383,47.93281654,10.45076084,32.28538616,5.49813379,3479009.55859375,9538.73470690457
356,42101037200,2010,Census tract,4244,3079,231,645,223,72.54948162,5.44297832,15.19792648,5.25447691,1750189.07421875,6662.076320844
357,42101037300,2010,Census tract,5137,4183,526,261,113,81.42884952,10.23943936,5.08078645,2.19972747,4653971.06640625,12061.8020505058
358,42101037500,2010,Census tract,3771,1880,1416,184,158,49.85415009,37.54972156,4.87934235,4.18987006,1746518.87109375,7810.52634984585
359,42101037600,2010,Census tract,2986,1032,1003,607,257,34.561286,33.59008707,20.32819826,8.60683188,1222412.40625,4704.67804305323
360,42101037700,2010,Census tract,5635,1768,2637,217,900,31.37533274,46.79680568,3.85093168,15.97160603,1256541.9375,4578.10785546555
361,42101037800,2010,Census tract,2504,2167,94,43,167,86.54153355,3.75399361,1.7172524,6.66932907,9566825.453125,16775.7625099223
362,42101037900,2010,Census tract,5315,4966,44,68,162,93.43367827,0.82784572,1.27939793,3.04797742,2344655.44921875,7387.91590558607
363,42101038000,2010,Census tract,2375,1630,226,18,460,68.63157895,9.51578947,0.75789474,19.36842105,1492319.8203125,6210.07470004695
364,42101038100,2010,Census tract,833,435,218,2,160,52.22088836,26.17046819,0.24009604,19.20768307,8465076.12890625,17175.4507636152
365,42101038200,2010,Census tract,2631,1448,356,24,740,55.03610794,13.53097681,0.91220068,28.12618776,3163702.23828125,9683.00829347096
366,42101038300,2010,Census tract,4157,291,1365,28,2426,7.00024056,32.83617994,0.67356267,58.35939379,5229794.078125,10958.273449528
367,42101038400,2010,Census tract,2437,2080,175,93,54,85.3508412,7.1809602,3.81616742,2.21583915,3880814.8984375,13719.4883976582
368,42101038500,2010,Census tract,1888,1644,91,69,45,87.07627119,4.81991525,3.65466102,2.38347458,2327443.359375,9604.54391871473
369,42101038600,2010,Census tract,1320,1078,165,21,26,81.66666667,12.5,1.59090909,1.96969697,5731720.46484375,15895.5719017737
370,42101038700,2010,Census tract,2348,1888,287,48,72,80.4088586,12.22316865,2.04429302,3.06643952,3551082.95703125,9532.7648784079
371,42101038800,2010,Census tract,3718,2147,1204,88,140,57.74610005,32.38300161,2.36686391,3.7654653,2385714.140625,7154.06783038677
372,42101038900,2010,Census tract,3080,114,2786,6,99,3.7012987,90.45454545,0.19480519,3.21428571,2188191.484375,6279.72648736557
373,42101039000,2010,Census tract,8154,1239,4537,263,1935,15.19499632,55.64140299,3.22541084,23.73068433,3472212.33984375,8761.97440778703
374,42101980000,2010,Census tract,601,334,137,77,32,55.57404326,22.7953411,12.81198003,5.32445923,17807735.7148438,27694.5816370217
375,42101980100,2010,Census tract,74,61,4,1,6,82.43243243,5.40540541,1.35135135,8.10810811,10070131.1835938,39507.9518002768
376,42101980200,2010,Census tract,504,474,10,8,12,94.04761905,1.98412698,1.58730159,2.38095238,9217291.44921875,34837.6763396353
377,42101980300,2010,Census tract,2,2,0,0,0,100,0,0,0,13031034.2929688,14608.5857270366
378,42101980400,2010,Census tract,0,0,0,0,0,,,,,5056502.00390625,13028.956048312
379,42101980500,2010,Census tract,0,0,0,0,0,,,,,709270.92578125,3490.59849335105
380,42101980600,2010,Census tract,0,0,0,0,0,,,,,2189298.25390625,8458.21056789403
381,42101980700,2010,Census tract,5,0,3,1,1,0,60,20,20,12784666.921875,19411.7109798505
382,42101980800,2010,Census tract,6,4,1,0,0,66.66666667,16.66666667,0,0,3700754.921875,16463.1675781973
383,42101980900,2010,Census tract,30,9,18,0,2,30,60,0,6.66666667,34980022.6132813,40164.9614984965
384,42101989100,2010,Census tract,7765,975,5469,51,1231,12.55634256,70.43142305,0.6567933,15.85318738,7015885.8203125,12280.1211725655
